Id,SE,Label,Weighted In-Degree,Authority,Hub,PageRank
4441,171, Dan,13,0.0004893166,0.0008852691,0.0001333047
4442,1, Christian Pietsch,0,0,0,0
4443,101, Rob West,0,0,0,0
4444,184, Samuel Russell,4,0.0002446583,0.0005311615,0.0001180702
4445,101, benRollag,0,0,0,0
4446,218, Keegan McCarthy,4,0.0003262111,0.0005311615,0.0001462552
4447,401, DanS,26,0.0013048443,0.0015934844,0.0003919172
4449,9, Dane,-1,0.0001631055,0.0003541076,0.000165784
4450,51, Norm D.,5,0.0002446583,0,0.0001149927
4452,21, John,2,0.0001631055,0,9.74641569218032E-005
4453,101, amit_g,0,0,0,0
4454,1, Duncan,0,0.0001631055,0,0.0001227818
4455,1, Satish Appasani,0,0,0,0
4456,101, sunil,0,0,0,0
4457,101, Richthofen,0,0,0,0
4458,1, jabowocky,0,0,0,0
4459,101, Omar Sharif,0,0,0,0
4460,21, Nate Kamerick,0,0,0.0001770538,0
4461,174, Robin Ashe,2,0.0002446583,0.0003541076,0.0001011152
4462,21, george,0,0,0.0001770538,0
4463,101, Android,0,0,0,0
4464,101, Boris Ivanov,0,0,0,0
4465,101, Sourav,0,0,0,0
4466,1, Ovidiu Silaghi,0,0,0,0
4467,1, michael,0,0,0.0001770538,0
4468,11, sheila  Obonaga,0,0,0.0001770538,0
4469,31, Rose,0,0,0.0001770538,0
4470,131, kpublik,13,0.0001631055,0,0.0001105754
4471,104, Tom,0,0,0.0001770538,0
4472,1, niceguydave,0,0,0,0
4473,39, NW in Pisgah,3,0.0001631055,0,9.4300168065618E-005
4475,101, Lucas B,0,0,0,0
4476,1, devein,0,0,0,0
4477,1, Ed.,0,0,0,0
4478,101, Mateo,0,0,0,0
4479,101, Rotsor,0,0,0,0
4480,6, Anthony R,0,0,0.0001770538,0
4481,1726, JohnP,116,0.0022834775,0,0.0009489484
4482,11, Donna,1,0.0002446583,0,0.0001065066
4483,191, Ahlqvist,19,0.0002446583,0,0.0001343374
4484,21, Daniel Groves,2,0.0002446583,0,0.000118713
4485,101, Dorus,0,0,0,0
4486,101, chuckj,0,0,0,0
4487,101, sh-beta,0,0,0,0
4488,121, bib,2,0.0001631055,0,0.0001227818
4490,101, Alex,0,0,0,0
4491,101, R Hall,0,0,0,0
4492,36, Meliorate,0,0,0.0001770538,0
4493,31, Rob King,3,0.0004893166,0,0.0001455882
4494,1, Ed Glazer,0,0,0,0
4495,101, david,0,0,0,0
4496,101, James Badger,0,0,0,0
4497,61, zob,6,0.0002446583,0,0.0001341008
4498,91, user1207758,9,0.0005708694,0,0.0001910503
4499,101, tostao,0,0,0,0
4500,1, Dmitry Kalachov,0,0,0,0
4501,71, Crapulon,7,0.0002446583,0,0.0002769085
4502,1, abdallahalhakim,0,0,0,0
4503,1, Zareman,0,0,0,0
4504,6, Czar,0,0,0.0001770538,0
4505,101, Lee Taylor,0,0,0,0
4506,101, Paul Reiners,0,0,0,0
4507,1, Cameron Neil,0,0,0,0
4508,1, Dzmitry Kashlach,0,0,0,0
4509,128, Dinesh P.R.,0,0,0.0001770538,0
4510,11, Marco Monteiro,0,0.0001631055,0,9.51952656095336E-005
4511,9, mike mclellan,0,0,0.0001770538,0
4512,101, Tacroy,0,0,0,0
4513,21, justin,2,0.0001631055,0,9.06286531259133E-005
4514,26, Pedro,0,0,0.0001770538,0
4515,16, Erin,0,0,0.0001770538,0
4516,101, Georgi Hristozov,0,0,0,0
4517,101, Behzad Momahed Heravi,0,0,0,0
4519,101, Diarmaid,0,0,0,0
4520,101, Akshat,0,0,0,0
4521,7, Bongdangmong,0,0,0.0001770538,0
4522,1, hoosteeno,0,0,0,0
4523,141, BenSwayne,4,0.0001631055,0,9.37007252359318E-005
4524,21, mikey,0,0,0.0001770538,0
4526,91, Ivan Kapitonov,9,0.0002446583,0,0.0001615154
4527,11, Patrunjel,0,0,0.0001770538,0
4528,101, Sam Figueroa,0,0,0,0
4529,1, John,0,0,0,0
4530,1, MatronSaint,0,0,0,0
4531,1, C. Lee,0,0,0,0
4532,6, David,0,0,0.0001770538,0
4533,101, Arjun,0,0,0,0
4534,2218, Rider_X,122,0.0014679497,0.0017705383,0.0005804243
4535,86, Bo Quelland,8,0.0003262111,0.0007082153,0.0001165368
4536,1, Kapoios,0,0,0,0
4537,426, Ken,0,0,0.0001770538,0
4539,101, Jeremy W. Sherman,0,0,0,0
4540,101, Derrick Coetzee,0,0,0,0
4541,101, binaryLV,0,0,0,0
4542,101, BlueRaja - Danny Pflughoeft,0,0,0,0
4543,1, AnoNyMoUSeee,-1,0.0001631055,0,8.96832535872612E-005
4544,11, Dipen P,0,0,0.0001770538,0
4545,101, Diamond,0,0,0,0
4546,101, Josh Anderson,0,0,0,0
4547,101, HK_CH,0,0,0,0
4548,140, FredrikD,0,0,0.0001770538,0
4549,1, Som Poddar,0,0,0,0
4550,16, Adrian Farrugia,0,0,0.0001770538,0
4551,1, Alan Whitney,0,0,0,0
4552,187, David James,3,0.0002446583,0.0003541076,0.0001018687
4553,143, Chandler,0,0,0.0001770538,0
4554,1, Noman Arain,0,0,0,0
4555,11, Phylos,1,0.0001631055,0,0.0001119002
4556,101, DaveTM,0,0,0,0
4557,11, SgtBaxter,1,0.0001631055,0,0.000091391
4558,11, Terri,1,0.0001631055,0,0.0001101178
4559,1, Robert McGregor,0,0,0,0
4560,16, user1145886,0,0,0.0001770538,0
4561,101, PetersenDidIt,0,0,0,0
4562,101, 3rasmus,0,0,0,0
4563,1, Aditya Kumar,0,0,0,0
4564,203, Abhi Beckert,8,0.0007339749,0.0007082153,0.00035611
4565,61, mark,6,0.0003262111,0,0.0001307003
4566,1, Slabo,0,0,0,0
4567,1, Jonny Stutters,0,0,0,0
4568,326, Colin R,21,0.0003262111,0,0.0001148539
4569,19, Conner Bryan,0,0,0.0001770538,0
4570,101, Chandra Sekhar,0,0,0,0
4571,1, alitrix,0,0,0,0
4572,18, hellyeah,0,0,0.0001770538,0
4573,1, Dipen P,0,0.0001631055,0,0.0001227818
4574,471, Brad,34,0.0007339749,0,0.0001975402
4575,101, Robottinosino,0,0,0,0
4576,111, sydeulissie,0,0,0.0001770538,0
4577,101, Fathah Rehman P,0,0,0,0
4578,101, chtfn,0,0,0,0
4579,101, triclosan,0,0,0,0
4580,1, Murali,0,0,0,0
4581,101, Fetchez la vache,0,0,0,0
4582,1, mattclegg,0,0,0,0
4583,101, Ivanhoe123,0,0,0,0
4584,101, dadinck,0,0,0,0
4585,11, guy,1,0.0001631055,0,0.0001247027
4586,101, brappleye3,0,0,0,0
4587,111, Szymon Bęczkowski,1,0.0001631055,0,9.22586731282446E-005
4589,196, Steve Dunn,0,0,0.0001770538,0
4590,1, Chad Mullins,0,0.0001631055,0,8.86058072303297E-005
4592,101, Nicholas Riley,0,0,0,0
4593,4, Kev,0,0,0.0001770538,0
4594,111, mpw,11,0.0002446583,0,0.0001675387
4595,13, AFranco,0,0,0.0001770538,0
4597,1, Andres Alla,0,0,0,0
4598,121, Dan,2,0.0001631055,0.0003541076,0.0001101178
4599,11, Sam,1,0.0001631055,0,0.0001119002
4600,31, Nate,3,0.0001631055,0,0.0001013755
4601,1, user30577,0,0,0,0
4602,101, 0x6B6F77616C74,0,0,0,0
4604,21, terry,1,0.0001631055,0,0.0001465886
4605,11, matt,0,0.0001631055,0,9.28206019808032E-005
4608,101, Jasdeep Singh,0,0,0,0
4609,6, TonyK,0,0,0.0001770538,0
4610,135, Jason,0,0,0.0001770538,0
4612,31, glottis,3,0.0001631055,0,9.34864067189699E-005
4613,1, throughnothing,0,0,0,0
4615,11, Kris,1,0.0001631055,0,9.02092225705674E-005
4616,11, Michael,1,0.0001631055,0,9.53173697489281E-005
4617,101, Zoasterboy,0,0,0,0
4618,101, Curdeius,0,0,0,0
4619,101, Peter Howe,0,0,0,0
4620,115, pkhamre,0,0,0.0001770538,0
4621,106, Jens,8,0.0004077638,0.0005311615,0.0001718921
4622,11, cycling guy,1,0.0001631055,0,9.32031415603637E-005
4623,101, alcor,0,0,0,0
4624,11, Kevin,0,0,0.0001770538,0
4625,31, layzrr,3,0.0001631055,0,0.0001105754
4626,11, Don S.,1,0.0001631055,0,0.0001749108
4627,48, iamamtb,0,0,0.0001770538,0
4629,145, Hubidubi,0,0,0.0001770538,0
4631,1, Gloria Charley,0,0,0,0
4632,101, DGrady,0,0,0,0
4633,101, Sebastian Hojas,0,0,0,0
4634,13, Joe McMurtrey,0,0,0.0001770538,0
4635,1, Matt Mireles,0,0,0,0
4636,11, bravomartin,0,0,0.0001770538,0
4637,97, BBB,8,0.0001631055,0,9.4300168065618E-005
4638,1, ojedavidea,0,0,0,0
4639,3, BBB,0,0,0,0
4640,1, routeburn,0,0,0,0
4641,178, jva,0,0,0.0001770538,0
4642,131, nimasmi,2,0.0001631055,0.0003541076,0.0001498485
4643,16, Therese,0,0,0.0001770538,0
4644,1159, user1049697,44,0.0011417387,0.0014164306,0.0004142947
4645,131, Nathan,0,0,0.0001770538,0
4647,101, Jouni K. Seppänen,0,0,0,0
4649,101, Janus Troelsen,0,0,0,0
4650,101, Hong,0,0,0,0
4651,101, Charlie Brown,0,0,0,0
4652,16, calyeung,0,0,0.0001770538,0
4653,101, Jaydles,0,0,0,0
4654,4, Dahlinc,0,0,0.0001770538,0
4656,1, alesterre,0,0,0,0
4657,1, martin_joerg,0,0,0,0
4658,14, polygod,0,0,0.0001770538,0
4659,101, a12jun,0,0,0,0
4660,101, Rob Kielty,0,0,0,0
4661,6, Walter,0,0,0.0001770538,0
4662,101, Cover202,0,0,0,0
4663,1, Donncha,0,0,0.0001770538,0
4664,31, Grant Halsey,2,0.0003262111,0,0.0001441431
4666,3, Dangermouse,0,0,0,0
4667,161, sblom,0,0,0.0001770538,0
4668,101, Snow Blind,0,0,0,0
4669,101, Jan Beck,0,0.0001631055,0,0.0001008103
4670,1, Robyn,0,0,0,0
4671,101, Tobias Schula,0,0,0,0
4672,14, jill clark,0,0,0.0001770538,0
4673,6, Jay Rennicks,0,0,0.0001770538,0
4674,101, Ashutosh Jindal,0,0,0,0
4675,101, finitud,0,0,0,0
4676,29, bohwaz,2,0.0003262111,0,0.0002663707
4677,31, Ged,3,0.0003262111,0,0.0001122202
4678,1, Ned75,0,0,0,0
4679,1, Magesh khanna,0,0,0,0
4680,269, Franz Kafka,5,0.0002446583,0.0005311615,0.0001072586
4681,1, twospeeder,0,0,0,0
4682,41, Nick Childs,4,0.0001631055,0,0.0001227818
4684,1, Wayferer,0,0,0,0
4685,146, Jeremy Morgan,3,0.0001631055,0,0.000090961
4686,101, Andris,0,0,0,0
4688,101, Yaroslav,0,0,0,0
4689,18, twgoff,0,0,0.0001770538,0
4690,133, Tim Long,0,0,0.0001770538,0
4691,120, Zeus A.,10,0.0002446583,0.0003541076,0.0001177073
4692,31, Ann,0,0,0.0001770538,0
4693,66, jmmygoggle,5,0.0007339749,0,0.0003360635
4694,1, mCorey,0,0,0,0
4695,101, S Varun,0,0,0,0
4696,101, Fodaro,0,0,0,0
4697,1, James,0,0,0,0
4698,11, Steve,1,0.0001631055,0,0.000098369
4699,101, josinalvo,0,0,0,0
4700,101, Ricardo Altamirano,0,0,0,0
4702,1, Punam Sapkota,0,0,0,0
4703,11, HarryMonmouth,0,0.0001631055,0,9.34864067189699E-005
4705,1, Anin Smith,0,0,0,0
4706,123, gawi,0,0,0.0001770538,0
4707,11, Крайст,0,0,0.0001770538,0
4708,11, charlie croker,1,0.0001631055,0,0.0001060541
4709,104, Kyle Rogers,0,0,0.0001770538,0
4710,101, Nicko,0,0.0001631055,0,9.66252004846126E-005
4711,21, T. Hanson,0,0,0.0001770538,0
4712,26, David Taylor,1,0.0001631055,0,9.01427833150224E-005
4713,141, mpe,4,0.0001631055,0,0.000090932
4715,101, Filip De Vos,0,0,0,0
4716,101, Nenad Dobrilovic,0,0,0,0
4717,31, ben,3,0.0001631055,0,0.000109688
4718,101, Tim Kennedy,0,0,0,0
4719,1, gliana,0,0,0,0
4720,101, bobek,0,0,0,0
4721,120, dB',0,0,0.0001770538,0
4722,101, Olof,0,0,0,0
4723,139, heisenberg,0,0.0001631055,0.0003541076,8.97765795736103E-005
4724,1, user1562479,0,0,0,0
4725,101, James Yale,0,0,0,0
4726,19, mtbgirl,0,0.0001631055,0,0.0001144562
4727,101, Ally Reilly,0,0,0,0
4728,34, Nigel Davies,1,0.0001631055,0.0001770538,0.0001008103
4730,1, gutzz,0,0,0,0
4731,175, Manatherin,0,0,0.0001770538,0
4732,101, Ramiro,0,0,0,0
4733,101, luchomolina,0,0,0,0
4734,105, David Walz,0,0,0.0001770538,0
4735,101, Rory O'Kane,0,0,0,0
4737,46, inflammable,0,0,0.0001770538,0
4738,1, Stew-au,0,0,0,0
4739,101, hexacyanide,0,0,0,0
4740,101, Gordon Gustafson,0,0,0,0
4741,101, Jaime Oro,0,0,0,0
4742,1, cyberswan,0,0,0,0
4744,1, Clive Foden,-1,0.0001631055,0,0.0001120238
4745,11, Karen,1,0.0001631055,0,0.000102868
4746,56, Dan,4,0.0001631055,0,0.0001307299
4747,1, Ned Netterville,-1,0.0001631055,0,9.62552902236881E-005
4748,99, swapnilsarwe,0,0,0.0001770538,0
4750,1, jeff m,0,0,0.0001770538,0
4751,1, redrazor11,0,0,0,0
4752,101, Fábio Batista,0,0,0,0
4753,1, narengi,0,0,0,0
4754,1, miahlstrom,0,0,0,0
4755,101, Goodarz Mehr,0,0,0,0
4756,31, mark,3,0.0001631055,0,9.53173697489281E-005
4757,160, Peter Popov,0,0,0.0001770538,0
4758,51, D. Can Celasun,0,0,0.0001770538,0
4759,1, Mike,-1,0.0001631055,0,8.90746235933717E-005
4760,101, Iuli,0,0,0,0
4761,1, user9137,0,0,0,0
4763,11, Glen Andrews,1,0.0001631055,0,0.0001061809
4764,101, Huang Tao,0,0,0,0
4765,101, cjk,0,0,0,0
4767,1, user4767,0,0,0,0
4768,101, Levon,0,0,0,0
4769,1, Julien Fastré,0,0,0,0
4770,131, akond,3,0.0003262111,0,0.0001178216
4771,163, rlsaj,0,0,0.0001770538,0
4772,11, frankiejr,1,0.0001631055,0,0.0001120163
4773,61, Joseph,6,0.0001631055,0,9.66252004846126E-005
4774,1, dmitry,0,0,0,0
4775,101, studgeek,0,0,0,0
4776,101, Sarah,0,0,0,0
4777,11, Clayton,0,0,0.0001770538,0
4778,1, user71573,0,0,0,0
4779,1, Gary S.,0,0,0,0
4780,11, Artur,0,0,0.0001770538,0
4781,138, fiction,0,0,0.0001770538,0
4783,101, kiyo,0,0,0,0
4784,53, Micah Craig,1,0.0001631055,0.0003541076,9.45974218793535E-005
4785,180, Tal Fishman,4,0.0003262111,0.0003541076,0.000191733
4786,1, Avik De,0,0,0,0
4787,40, Brizian,0,0,0.0001770538,0
4788,31, lafnlab,3,0.0002446583,0,0.0001191199
4789,19, John,0,0,0.0001770538,0
4790,1, Insulus,0,0.0001631055,0,8.90602883978339E-005
4791,101, N.N.,0,0,0,0
4792,6, Michael Smith,0,0,0.0001770538,0
4793,101, reverendj1,0,0,0,0
4794,101, pqn,0,0,0,0
4795,6, Aaron,0,0,0.0001770538,0
4796,101, tricasse,0,0,0,0
4797,13, psxmd,0,0,0.0001770538,0
4798,101, hugemeow,0,0,0,0
4799,6, sergio,0,0,0.0001770538,0
4800,101, casperOne,0,0,0,0
4801,128, User 17670,0,0.0001631055,0.0003541076,9.57067871216137E-005
4802,161, Torben,6,0.0003262111,0,0.0001452541
4803,1, Jones Berkley,0,0,0,0
4804,101, Brian Nickel,0,0,0,0
4805,101, aisbaa,0,0,0,0
4806,1, ashiguruma,0,0,0,0
4807,129, BrtH,2,0.0002446583,0,0.0001227818
4808,2775, PeteH,188,0.005627141,0.0044263457,0.0017055496
4809,1, J. Alan Atherton,0,0,0,0
4811,4, nanana,0,0,0.0001770538,0
4812,1, Paper Boxes,0,0,0,0
4814,101, Dayton Brown,0,0,0,0
4815,11, brwnj,1,0.0001631055,0,9.4300168065618E-005
4818,101, DaG,0,0,0,0
4820,1, Ramin,0,0,0,0
4821,101, Ben,0,0,0,0
4823,101, Örjan Jämte,0,0,0,0
4824,101, Alexander Wigmore,0,0,0,0
4825,166, Joe Ganley,5,0.0003262111,0.0005311615,0.0001175493
4826,111, Tom,1,0.0001631055,0,9.66252004846126E-005
4827,101, bobmagoo,0,0,0,0
4828,1, irunfrombears,0,0,0,0
4829,101, behnam,0,0,0,0
4830,11, jason catoul,0,0,0.0001770538,0
4831,101, Dani,0,0,0,0
4832,1, Jackalyst,0,0,0,0
4833,121, bobobobo,2,0.0002446583,0,0.0001125819
4834,101, Jim Paris,0,0,0,0
4835,11, Tom,1,0.0003262111,0,0.0002413967
4836,11, Leo,0,0,0.0001770538,0
4837,1, j0ni,0,0,0,0
4838,21, Jesse Stacey,2,0.0001631055,0,9.12504903345043E-005
4839,76, MrLeo,6,0.0001631055,0,8.94915782899701E-005
4840,101, kapsi,0,0,0,0
4841,146, Ryan Arneson,0,0,0.0001770538,0
4842,79, Micah,7,0.0001631055,0,0.0001024892
4843,6, Steve,0,0,0.0001770538,0
4844,3, bjacquet,0,0,0,0
4845,101, Rig,0,0,0,0
4846,101, rsegal,0,0,0,0
4847,103, eykanal,0,0,0,0
4849,101, VoT,0,0,0,0
4850,101, philwilks,0,0,0,0
4851,101, Ryan Corradini,0,0,0,0
4852,11, Anonymous Coward,0,0.0003262111,0,0.0001148571
4853,1, HLoden,0,0,0,0
4854,47, JorgePM,0,0,0.0001770538,0
4856,101, vfilby,0,0,0,0
4857,11, DanDailyCommuter,1,0.0001631055,0,9.06217736944262E-005
4858,101, Aravindhanarvi,0,0,0,0
4859,101, Henkealg,0,0,0,0
4860,89, Blueshift,8,0.0001631055,0,0.0001625422
4861,41, Dave E.,4,0.0001631055,0,0.0001084583
4863,51, Brrr,5,0.0001631055,0,0.0001024892
4864,101, Josh,0,0,0,0
4865,101, davehale23,0,0,0,0
4866,9, joe,-3,0.0001631055,0,0.0001625422
4867,101, hydroparadise,0,0,0,0
4868,11, Hendrik van Wyk,0,0,0.0001770538,0
4869,1, Shashwat,0,0,0,0
4871,19, Adam,1,0.0001631055,0,9.53173697489281E-005
4874,11, Jim,1,0.0001631055,0,9.28206019808032E-005
4875,1, d1001001,0,0,0,0
4876,21, daniel plewman,0,0,0.0001770538,0
4877,9, kesten,0,0.0001631055,0,9.02745751635516E-005
4878,1, user1071818,0,0,0,0
4879,6, Zoe,0,0,0.0001770538,0
4880,86, Jeffa,5,0.0002446583,0.0005311615,0.0010216174
4882,1, Matteo Latini,0,0,0,0
4883,23, meltdownmonk,0,0,0.0001770538,0
4884,1, jsnider,0,0,0,0
4885,101, BradS,0,0,0,0
4886,136, Michael Bishop,0,0,0.0001770538,0
4887,4, Josh French,0,0,0.0001770538,0
4888,26, Ed Raygada,0,0,0.0001770538,0
4889,1, justmarkham,0,0,0,0
4891,212, Baarn,6,0.0003262111,0.0003541076,0.0001500898
4892,101, primavera133,0,0,0,0
4893,101, emdog4,0,0,0,0
4895,131, Wilhelmsen,0,0,0.0001770538,0
4896,101, Gabor Csardi,0,0,0,0
4897,6, judy,0,0,0.0001770538,0
4898,141, William B Swift,4,0.0002446583,0,0.0001078012
4899,123, Nick Hawes,0,0,0.0001770538,0
4900,1, Stas Buldakov,0,0,0,0
4901,23, nmc,0,0,0.0001770538,0
4902,1, Bogdan,0,0,0,0
4903,101, codingFriend1,0,0,0,0
4904,101, Curious,0,0,0,0
4906,1, harry heap,-1,0.0001631055,0,0.0001568748
4907,101, Dillon,0,0,0,0
4908,496, GordonM,19,0.0008155276,0.0008852691,0.0002680977
4909,101, Kaz Dragon,0,0,0,0
4911,101, Dhamu1,0,0,0,0
4912,101, Robin,0,0,0,0
4913,41, as2003,4,0.0001631055,0,0.000098369
4914,1, Paul Solomon,0,0,0,0
4915,16, Bruno Siqueira,0,0,0.0001770538,0
4916,16, Rob,0,0,0.0001770538,0
4917,45, bsiq,0,0,0.0001770538,0
4918,1, Ivar,0,0,0,0
4919,97, Cristi Băluță,-2,0.0002446583,0.0005311615,0.0006068
4921,21, Susan,2,0.0001631055,0,9.10451226790256E-005
4922,1, RunningAndroid,0,0,0,0
4924,154, James Piggot,3,0.0002446583,0,0.0001000921
4926,101, mimicocotopus,0,0,0,0
4927,101, Julien Silland,0,0,0,0
4929,101, Alan B,0,0,0,0
4930,1, Nic,-1,0.0001631055,0,0.000098369
4931,1, Wiz Cat,0,0,0,0
4933,101, jskaggz,0,0,0,0
4934,101, Omesh,0,0,0,0
4935,11, Airis,0,0,0.0001770538,0
4936,101, Eduard Florinescu,0,0,0,0
4937,1, wobytides,0,0,0,0
4938,1, aarongundy,0,0,0,0
4939,191, RK in DC,19,0.0001631055,0,9.01427833150224E-005
4940,121, Ben Hutchison,0,0,0.0001770538,0
4942,1, shujin,0,0,0,0
4943,166, James,3,0.0001631055,0.0003541076,0.0001498485
4944,101, Kunwar Siddharth Singh,0,0,0,0
4945,61, Andy,4,0.0001631055,0,9.01387551271185E-005
4946,119, Kevin Simper,1,0.0001631055,0,0.0001227818
4948,21, Jono,2,0.0001631055,0,9.10451226790256E-005
4949,101, apeirogon,0,0,0,0
4950,21, Jimbo,2,0.0001631055,0,0.0005182812
4951,26, Will,1,0.0001631055,0,0.0001105754
4952,158, mehaase,1,0.0001631055,0.0003541076,9.25894829914023E-005
4953,101, Andres,0,0,0,0
4954,101, yarian,0,0,0,0
4955,1, Garrett Hodgson,0,0,0,0
4956,1, Ershad Ahamed,0,0,0,0
4957,101, Zoe,0,0,0,0
4959,1, Scary Hallo,0,0,0,0
4961,247, NOTjust -- user4304,9,0.0003262111,0.0003541076,0.0001480909
4962,3, uxp100,0,0,0,0
4963,1, DLA,0,0,0,0
4964,213, DarkLightA,0,0,0.0001770538,0
4965,274, Javier,12,0.0005708694,0.0007082153,0.0001607213
4967,101, Grzegorz Wierzowiecki,0,0,0.0001770538,0
4968,1, Equalfx,0,0,0,0
4969,6, pslikeshelp,0,0,0.0001770538,0
4970,118, ExplodingRat,0,0,0.0001770538,0
4971,1, user1653158,0,0,0,0
4972,107, Derek,0,0,0,0
4973,101, silviot,0,0,0,0
4975,934, Lucky,70,0.006279563,0,0.0024273421
4976,1, Jaysker,0,0,0,0
4978,101, Vitalii Fedorenko,0,0,0,0
4979,104, IconDaemon,0,0.0001631055,0.0003541076,0.0001452879
4980,101, Sergio Parreiras,0,0,0,0
4981,1, crh,0,0,0,0
4982,1, RaScoop,0,0,0,0
4983,9, steve,-1,0.0001631055,0,0.0001625422
4984,6, Alex,0,0,0.0001770538,0
4985,101, Paul Karlin,0,0,0,0
4986,101, MattyG,0,0,0,0
4987,107, user1170304,0,0,0.0001770538,0
4988,101, idober,0,0,0,0
4989,153, mirk,0,0,0.0001770538,0
4990,11, C Allen,-1,0.0001631055,0,0.0001082138
4991,1, Aaron Brady,0,0,0,0
4992,1, Jon with no h,0,0,0,0
4993,1, Saurabh,0,0,0,0
4996,101, Andy Burns,0,0,0,0
4997,101, Daniel Serodio,0,0,0,0
4998,101, itsmecurtis,0,0,0,0
4999,1, Dhaiwat budh,0,0,0,0
5000,11, Mark Pownall,1,0.0001631055,0,9.53173697489281E-005
5001,101, atomAltera,0,0,0,0
5002,21, Hercules Panayiotides,0,0,0.0001770538,0
5003,6, Venkat,0,0,0.0001770538,0
5004,26, Rae Brown,0,0,0.0001770538,0
5005,101, Ryan,0,0,0,0
5006,152, American Luke,0,0,0.0001770538,0
5007,36, GerryS,0,0,0.0001770538,0
5008,1, Nix,0,0,0,0
5009,101, Chris Lercher,0,0,0,0
5010,1, Hayk Mantashyan,0,0,0,0
5011,131, CodeAdmiral,0,0,0.0001770538,0
5012,101, andrewl,0,0,0,0
5013,101, Leonardo,0,0,0,0
5014,113, J Collins,0,0,0.0001770538,0
5017,31, Rob C,3,0.0001631055,0,0.0001008103
5018,1, khink,0,0,0,0
5020,101, OrganicPanda,0,0,0,0
5021,101, Stefan Moser,0,0,0,0
5022,294, David Harkness,16,0.0001631055,0.0003541076,0.0001202271
5023,1, bluelena69,0,0,0,0
5024,101, Robert Dyson,0,0,0,0
5025,101, Sorantis,0,0,0,0
5026,56, jim,0,0,0.0001770538,0
5027,1, Ed Es,-1,0.0001631055,0,0.000098369
5028,111, RichardM,0,0,0.0001770538,0
5029,123, simon,0,0,0.0001770538,0
5030,1, user158374,0,0,0,0
5031,101, Byran,0,0,0,0
5032,1, blim8183,0,0,0,0
5033,1, user5033,0,0,0,0
5034,121, Scott Simpson,0,0.0001631055,0.0003541076,0.0001202271
5035,101, gps,0,0,0,0
5036,1, Serec,0,0,0,0
5039,19, Arn,1,0.0001631055,0,9.74599023308622E-005
5040,101, cc4re,0,0,0,0
5042,101, mikej,0,0,0,0
5044,128, D. Woods,9,0.0004077638,0.0001770538,0.0001594011
5045,21, asdfghjkl,2,0.0001631055,0,0.0001197033
5046,101, fleamour,0,0,0,0
5047,1, Lissa,0,0,0,0
5048,101, benuuu,0,0,0,0
5049,1, David,0,0,0,0
5050,101, Johnny Maelstrom,0,0,0,0
5051,11, Dave,1,0.0001631055,0,0.0001227818
5052,11, John HP,-1,0.0001631055,0,9.48273682794095E-005
5053,101, CapelliC,0,0,0,0
5054,21, Blaqhat,2,0.0001631055,0,9.48273682794095E-005
5055,1, Sidky,0,0,0,0
5056,26, Lindsay,0,0,0.0001770538,0
5057,1, A. Elk,0,0,0,0
5058,1, Spencer Boucher,0,0,0,0
5059,1, Wiel,0,0,0,0
5060,1, Michael McManus,0,0,0,0
5061,1, kacrocker,0,0,0,0
5062,21, Chris Santry,2,0.0001631055,0,0.0001307299
5063,21, Stephanie,0,0.0001631055,0.0001770538,0.0001008103
5064,101, seumas,0,0,0,0
5065,31, Bradford Burnham,0,0,0.0001770538,0
5066,101, Pavel Nikolov,0,0,0,0
5067,86, James T Kirk,7,0.0001631055,0,0.0001307299
5068,1, Miles Hayler,0,0,0,0
5069,61, user512,6,0.0001631055,0,9.01387551271185E-005
5070,3, user5070,0,0,0,0
5072,1, Matthew Galloway,0,0.0002446583,0,0.0001006014
5073,1, janiebike,-4,0.0001631055,0,0.0001105754
5074,101, SpaceBeers,0,0,0,0
5075,101, hadrien,0,0,0,0
5076,1, alexforC,0,0,0,0
5077,101, Rudolf Mühlbauer,0,0,0,0
5078,101, Spynet,0,0,0,0
5079,101, Trevor Hickey,0,0,0,0
5080,1, Ehren,0,0,0,0
5081,101, Nate,0,0,0,0
5083,1, Danny,-1,0.0001631055,0,0.0001105754
5084,1, David Stone,0,0,0,0
5085,101, Zifei Tong,0,0,0,0
5086,101, Sarge Borsch,0,0,0,0
5087,101, MIkCode,0,0,0,0
5088,450, Kaz,32,0.0016310553,0,0.0006890069
5089,1, Klepra,0,0,0,0
5092,101, Gregory Goltsov,0,0,0,0
5093,101, Seg Fault,0,0,0,0
5094,16, Ashleigh,0,0,0.0001770538,0
5095,21, Stephen McCoy,2,0.0001631055,0,0.0001101178
5096,101, BandonRandon,0,0,0,0
5097,1, sambinomio,0,0,0,0
5098,101, Shane MacLaughlin,0,0,0,0
5099,1, Veterans Benefits,0,0,0,0
5100,1, Dog,0,0,0,0
5101,28, LRipa,0,0,0.0001770538,0
5102,1, artzub,0,0,0,0
5103,14, vijay,0,0,0.0001770538,0
5105,21, mike m,2,0.0001631055,0,9.74829242610459E-005
5106,1, Elvis,0,0,0,0
5107,121, Simon-Pierre,2,0.0001631055,0,0.0001105754
5108,1, Minh Triet Pham Tran,0,0,0,0
5109,101, esskar,0,0,0,0
5110,101, Michael Cramer,0,0,0,0
5111,1, tedly3000,0,0,0,0
5112,101, Ben,0,0,0,0
5113,119, Ben Lavender,1,0.0001631055,0,0.0001101178
